danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
0.648,0.736,8,-7.948,1,0.0385,0.0444,0.000137,0.171,0.378,103.027,239465
0.708,0.748,1,-6.483,1,0.0518,0.202,0,0.0994,0.525,139.915,265039
0.631,0.773,10,-4.623,0,0.0405,0.358,0,0.108,0.603,121.836,198074
0.598,0.432,3,-11.213,1,0.035,0.455,0,0.132,0.533,87.9,223933
0.64,0.635,8,-7.565,0,0.226,0.271,0,0.319,0.475,100.034,223187
0.522,0.306,10,-13.566,1,0.338,0.337,0.0797,0.161,0.223,185.828,174839
0.55,0.689,3,-7.76,0,0.094,0.0498,0,0.207,0.408,99.904,224487
0.713,0.462,7,-10.027,1,0.123,0.192,2.16E-06,0.105,0.0595,133.054,212947
0.486,0.652,11,-7.226,0,0.052,0.408,6.63E-05,0.077,0.391,113.055,273684
0.616,0.849,11,-5.058,0,0.0995,0.451,0,0.111,0.468,85.106,289509
0.614,0.673,4,-5.883,0,0.0302,0.162,4.09E-06,0.194,0.254,130.08,236931
0.654,0.886,5,-5.29,1,0.0416,0.00689,0,0.136,0.626,94.014,220973
0.55,0.305,2,-12.922,1,0.037,0.681,0.00302,0.0954,0.205,139.933,212467
0.621,0.551,7,-7.89,1,0.0474,0.486,0,0.115,0.222,105.052,233133
0.701,0.717,10,-5.66,1,0.0508,0.261,0,0.166,0.529,87.978,209969
0.661,0.86,7,-5.537,1,0.0582,0.0443,0.111,0.14,0.181,100.013,199286
0.667,0.673,0,-7.574,1,0.323,0.0641,4.00E-06,0.0975,0.669,144.256,201964
0.71,0.729,2,-4.978,1,0.0539,0.0743,3.89E-06,0.0419,0.532,124.995,326960
0.563,0.688,7,-4.474,1,0.0262,0.0763,0,0.0863,0.622,108.008,202347
0.761,0.868,11,-3.804,1,0.051,0.126,4.41E-06,0.0734,0.708,114.017,237430
0.709,0.68,11,-7.264,0,0.0383,0.0828,0.0189,0.327,0.333,120.034,236853
0.721,0.746,6,-4.247,0,0.0317,0.0114,0.0952,0.0844,0.705,124.968,206467
0.879,0.849,9,-6.115,0,0.182,0.00844,0.371,0.0689,0.732,120.995,186545
0.756,0.589,0,-5.093,1,0.232,0.0812,0,0.176,0.811,146.928,205593
0.734,0.774,2,-3.606,1,0.0551,0.000247,0.0698,0.134,0.396,128.023,281694
0.65,0.736,6,-5.84,0,0.229,0.0513,0,0.235,0.612,159.174,226160
0.509,0.897,8,-3.418,0,0.0454,0.0861,0.000634,0.0625,0.283,149.864,162440
0.852,0.929,3,-2.658,0,0.113,0.0614,4.93E-06,0.563,0.636,110.679,242843
0.623,0.734,9,-5.95,1,0.107,0.0162,1.90E-06,0.145,0.372,107.853,244453
0.445,0.67,11,-4.973,1,0.0328,0.117,0,0.0595,0.378,74.049,216143
0.813,0.456,1,-7.667,0,0.0685,0.169,2.85E-06,0.105,0.587,108.801,179293
0.662,0.602,4,-5.369,0,0.0401,0.0529,0,0.356,0.29,133.969,235947
0.534,0.414,2,-7.952,1,0.0403,0.218,2.11E-06,0.103,0.458,117.079,374653
0.711,0.463,8,-10.601,0,0.112,0.891,0,0.137,0.698,86.974,255216
0.363,0.214,8,-10.348,1,0.0332,0.683,0,0.122,0.21,80.354,235907
0.425,0.446,1,-11.978,1,0.269,0.44,0.172,0.0845,0.095,179.552,310535
0.69,0.642,5,-7.103,1,0.0721,0.484,0.112,0.0977,0.363,97.089,190324
0.546,0.591,11,-5.649,0,0.0284,0.0616,0.538,0.275,0.357,120.031,316000
0.855,0.621,8,-7.482,1,0.0614,0.173,0.0748,0.0951,0.352,105.054,128052
0.564,0.552,0,-5.438,1,0.055,0.439,0,0.163,0.26,119.907,233337
0.548,0.895,9,-1.988,0,0.102,0.11,0,0.0816,0.682,150.122,168200
0.59,0.531,3,-6.828,0,0.0326,0.0704,3.01E-06,0.0623,0.266,75.114,262521
0.716,0.911,10,-3.433,0,0.0538,0.0855,0,0.14,0.4,123.925,226118
0.795,0.568,5,-7.817,0,0.142,0.0541,0,0.108,0.478,136.173,198944
0.494,0.559,0,-5.445,1,0.0565,0.436,0,0.164,0.264,119.247,233337
0.588,0.793,1,-4.301,1,0.0414,0.0159,0,0.0801,0.466,97.977,191087
0.428,0.656,11,-3.712,1,0.075,0.0751,0.181,0.15,0.355,79.648,218933
0.803,0.585,8,-5.861,1,0.0432,0.103,3.94E-06,0.0644,0.593,105.017,214480
0.766,0.592,5,-9.894,0,0.296,0.658,0.0068,0.105,0.833,179.985,238499
0.704,0.777,2,-5.729,1,0.195,0.0358,0,0.151,0.392,111.921,141542
0.598,0.532,3,-6.833,0,0.0295,0.0668,3.22E-06,0.0617,0.261,74.963,262521
0.621,0.893,8,-4.146,0,0.0431,0.0105,0.000115,0.0994,0.459,105.005,214270
0.652,0.795,11,-5.192,0,0.174,0.156,0,0.123,0.788,135.018,304607
0.615,0.648,5,-3.792,0,0.22,0.0411,0,0.277,0.26,169.912,223147
0.51,0.692,0,-5.825,1,0.171,0.00451,0,0.138,0.209,102.42,228361
0.504,0.847,7,-6.81,0,0.0442,0.00434,0,0.816,0.28,127.854,211890
0.596,0.851,5,-4.245,0,0.121,0.0358,3.19E-05,0.365,0.612,202.049,204013
0.714,0.343,10,-7.641,1,0.38,0.723,5.48E-06,0.102,0.372,72.348,221940
0.778,0.496,8,-8.516,1,0.103,0.0725,2.80E-05,0.209,0.374,116.983,203453
0.569,0.844,4,-6.174,1,0.0369,0.0189,0.187,0.587,0.27,125.036,209345
0.77,0.623,8,-7.025,0,0.0569,0.0601,0,0.117,0.0947,134.974,199100
0.781,0.919,10,-2.644,0,0.17,0.00148,1.56E-05,0.601,0.777,110.007,235636
0.555,0.378,9,-8.293,0,0.0384,0.491,0,0.0884,0.228,128.31,199787
0.659,0.683,7,-5.485,0,0.0488,0.00835,0,0.625,0.278,99.987,199360
0.728,0.738,3,-3.939,0,0.0455,0.0505,0,0.104,0.458,102,184200
0.854,0.498,11,-7.922,0,0.332,0.0229,0.000212,0.3,0.343,108.049,325307
0.448,0.817,10,-4.069,0,0.386,0.128,0,0.105,0.709,83.015,187973
0.491,0.607,4,-6.333,0,0.0668,0.0125,1.52E-06,0.289,0.166,176.112,189333
0.669,0.487,7,-6.317,1,0.0323,0.114,0.00739,0.268,0.186,116.987,250414
0.62,0.893,4,-1.718,0,0.0436,0.0383,0.000304,0.159,0.16,101.089,192480
0.665,0.81,1,-5.164,1,0.0892,0.0216,1.13E-05,0.125,0.843,98.263,199679
0.559,0.437,6,-7.086,0,0.149,0.0542,0,0.0551,0.485,79.806,258120
0.743,0.748,7,-5.793,0,0.0456,0.0435,8.49E-06,0.191,0.382,122.953,201290
0.656,0.347,5,-11.289,0,0.418,0.256,0,0.128,0.561,81.067,202760
0.668,0.479,10,-7.321,0,0.0436,0.0612,0.408,0.12,0.102,162.12,128888
0.628,0.573,1,-8.161,1,0.0673,0.00362,0,0.0874,0.0387,115.503,132702
0.742,0.819,1,-5.307,1,0.0487,0.372,0,0.277,0.709,117.986,196613
0.742,0.436,9,-10.992,0,0.027,0.672,0.0292,0.183,0.718,100.859,210787
0.732,0.52,2,-6.684,0,0.0376,0.127,0.0347,0.139,0.339,119.979,161464
0.581,0.4,2,-8.739,1,0.0291,0.893,0.576,0.161,0.433,112.331,237973
0.504,0.729,8,-5.624,1,0.103,0.0808,0,0.0948,0.535,109.71,177023
0.465,0.551,6,-6.254,1,0.0381,0.0187,0,0.109,0.186,118.369,233354
0.723,0.816,7,-4.486,1,0.0759,0.00763,0,0.126,0.235,117.993,237973
0.507,0.99,0,-3.517,0,0.121,2.28E-05,0,0.347,0.28,135.053,213087
0.637,0.44,4,-10.811,0,0.0895,0.184,1.15E-05,0.0918,0.44,83.109,322347
0.551,0.36,7,-17.366,0,0.032,0.543,0.22,0.163,0.313,110.71,162004
0.599,0.186,8,-16.231,0,0.0315,0.956,0.00665,0.119,0.415,127.093,164027
0.641,0.795,7,-5.294,1,0.299,0.0039,2.67E-06,0.627,0.457,114.993,254678
0.832,0.67,2,-7.407,1,0.0666,0.0132,0.00872,0.28,0.449,113.007,277896
0.489,0.505,10,-8.022,0,0.117,0.579,0.000333,0.104,0.337,163.255,213707
0.617,0.567,0,-4.188,1,0.0828,0.0584,0,0.0933,0.505,90.246,217603
0.732,0.746,0,-6.435,1,0.146,0.675,1.86E-05,0.386,0.561,102.999,153066
0.825,0.87,10,-4.377,1,0.216,0.49,4.63E-05,0.0984,0.544,116.044,207531
0.538,0.809,7,-6.017,0,0.0504,0.00136,0,0.406,0.278,120.001,200480
0.754,0.796,7,-6.804,0,0.325,0.409,0,0.117,0.426,115.108,233314
0.891,0.62,7,-7.463,1,0.244,0.139,1.61E-05,0.0805,0.404,98.093,204500
0.724,0.573,7,-4.113,1,0.0549,0.118,0,0.538,0.438,113.088,135920
0.764,0.669,11,-6.337,1,0.0577,0.0668,0.000101,0.0727,0.707,108.002,226667
0.465,0.735,6,-3.715,1,0.117,0.0711,0,0.0975,0.409,173.935,196040
0.325,0.903,2,-3.173,1,0.117,0.00327,6.13E-06,0.0962,0.401,148.446,218600
0.815,0.669,6,-7.966,0,0.0355,0.0242,0.0152,0.311,0.317,121.984,199656
0.443,0.944,2,-3.557,1,0.0386,7.75E-06,0.609,0.674,0.262,109.5,234680
0.537,0.961,10,-5.721,1,0.0885,0.0446,0.000102,0.274,0.226,125.076,220904
0.571,0.778,1,-3.721,0,0.124,0.37,9.81E-06,0.143,0.443,119.972,239000
0.55,0.794,9,-6.707,0,0.0856,0.101,2.74E-05,0.418,0.476,159.923,188250
0.637,0.2,2,-17.277,1,0.205,0.303,0.00528,0.102,0.414,90.001,224000
0.732,0.396,4,-9.348,0,0.0286,0.0841,3.58E-05,0.105,0.548,90.024,195920
0.927,0.362,0,-9.329,0,0.591,0.0442,0,0.139,0.389,93.008,196587
0.633,0.704,11,-7.697,1,0.0276,0.672,0.179,0.105,0.342,104.958,254867
0.916,0.571,10,-8.241,0,0.2,0.0173,1.11E-06,0.153,0.498,103.521,183695
0.681,0.915,9,-2.862,0,0.0476,0.0137,0.000602,0.127,0.474,139.978,223000
0.534,0.749,6,-5.562,0,0.0749,0.0776,1.47E-06,0.0906,0.671,179.975,212160
0.7,0.742,5,-6.777,0,0.0716,0.0722,0.0199,0.11,0.197,91.959,302000
0.681,0.567,8,-7.353,1,0.382,0.174,0,0.0653,0.698,73.009,207714
0.8,0.764,7,-4.712,0,0.0368,0.0105,0.000468,0.0782,0.562,122.982,232195
0.886,0.427,6,-10.028,1,0.145,0.0312,0.00099,0.0906,0.23,108.034,177184
0.676,0.704,10,-8.534,1,0.0329,0.000362,0.0709,0.139,0.812,129.594,213840
0.512,0.915,11,-5.377,0,0.136,0.00153,0.0164,0.523,0.288,130.05,195692
0.708,0.849,2,-4.833,1,0.0602,0.00212,0.00488,0.0533,0.228,128.02,258493
0.696,0.798,8,-5.011,1,0.0345,0.0281,0.00119,0.118,0.388,124.023,159896
0.583,0.954,4,-4.786,0,0.0382,0.0204,0.0011,0.0832,0.429,126.012,186905
0.595,0.772,8,-8.033,1,0.0367,0.126,0.926,0.221,0.345,134.9,163292
0.543,0.727,0,-4.78,1,0.299,0.0966,0,0.419,0.207,166.006,178560
0.703,0.637,1,-7.939,0,0.132,0.074,0,0.114,0.302,121.98,185104
0.544,0.811,8,-2.271,1,0.0515,0.052,0,0.121,0.188,129.011,206320
0.716,0.649,7,-8.71,1,0.0708,0.398,0.016,0.141,0.497,111,211372
0.643,0.732,5,-6.762,0,0.0294,0.00681,4.57E-05,0.0606,0.181,102.979,224272
0.645,0.819,7,-7.418,1,0.0402,0.244,0.000446,0.27,0.286,105.043,195414
0.51,0.785,7,-3.096,0,0.0495,0.0284,0,0.167,0.155,129.068,213853
0.679,0.774,10,-2.886,0,0.0365,0.00404,5.48E-06,0.253,0.503,121.97,196293
0.265,0.47,8,-8.349,1,0.0444,0.899,0.0617,0.226,0.145,121.024,152250
0.82,0.809,7,-8.283,1,0.196,0.0275,0.137,0.308,0.284,101.015,208308
0.502,0.786,9,-4.378,0,0.317,0.255,0,0.65,0.739,169.021,243491
0.677,0.738,6,-6.287,1,0.0467,0.311,0.000144,0.138,0.58,98.963,236786
0.563,0.299,4,-9.909,1,0.032,0.49,0,0.305,0.129,115.147,272655
0.571,0.903,7,-2.184,1,0.214,0.0615,1.23E-06,0.186,0.477,127.951,206320
0.514,0.835,11,-5.188,0,0.0534,0.00581,0,0.176,0.564,126.016,157381
0.528,0.448,0,-6.408,1,0.0261,0.0121,0.0204,0.158,0.668,145.989,204225
0.673,0.894,0,-2.73,1,0.0594,0.148,3.40E-06,0.141,0.63,118.894,219240
0.587,0.635,5,-5.47,1,0.0377,0.0353,0,0.331,0.591,96.519,172516
0.542,0.894,1,-2.879,1,0.0676,0.0236,0,0.132,0.296,127.947,208133
0.613,0.765,9,-2.974,0,0.0568,0.055,0,0.205,0.335,144.893,210307
0.47,0.85,1,-2.825,0,0.0363,0.0627,0,0.118,0.148,149.876,197840
0.71,0.716,4,-4.958,1,0.0421,0.125,5.00E-06,0.0918,0.392,93.007,194214
0.634,0.822,7,-7.438,1,0.0408,0.254,0.000418,0.262,0.285,104.982,195414
0.547,0.693,6,-6.404,1,0.0264,0.0224,0,0.523,0.716,79.963,181868
0.718,0.812,0,-5.327,0,0.0938,0.0211,0.00268,0.111,0.574,145.036,236639
0.476,0.452,0,-7.331,1,0.0258,0.0788,0,0.124,0.297,140.15,199360
0.546,0.768,11,-3.528,0,0.0416,0.0447,0,0.195,0.427,128.035,217500
0.432,0.874,7,-5.558,1,0.0462,0.0732,6.14E-06,0.371,0.374,103.85,195195
0.163,0.843,2,-4.175,1,0.0561,0.00107,0,0.279,0.616,167.872,189770
0.599,0.9,5,-3.144,1,0.136,0.0936,0,0.0888,0.394,100.014,186120
0.787,0.329,6,-11.869,0,0.0447,0.187,0.00593,0.133,0.404,86.997,228862
0.512,0.915,11,-5.377,0,0.136,0.00153,0.0164,0.523,0.288,130.05,195692
0.529,0.995,1,-3.228,1,0.045,0.000969,0.537,0.351,0.235,128.021,178125
0.66,0.981,5,-1.493,0,0.0677,0.0311,0.00117,0.312,0.256,127.971,183750
0.854,0.685,9,-5.319,0,0.242,0.00865,4.72E-06,0.0727,0.526,139.988,205733
0.862,0.662,0,-7.19,1,0.209,0.0548,0,0.0993,0.394,131.964,177680
0.745,0.571,0,-8.951,1,0.26,0.663,0,0.371,0.319,129.934,212308
0.814,0.589,10,-7.762,0,0.324,0.0145,0,0.114,0.375,149.08,238400
0.728,0.628,6,-8.83,0,0.319,0.351,0,0.198,0.313,94.128,182267
0.85,0.71,11,-3.041,0,0.0567,0.385,0,0.0523,0.96,126.98,187481
0.515,0.508,10,-5.997,0,0.16,0.026,0.00279,0.108,0.129,90.507,196893
0.599,0.858,1,-2.848,1,0.0794,0.0163,0,0.297,0.61,149.448,237040
0.628,0.74,5,-4.836,0,0.0358,0.00415,0,0.277,0.257,86.983,193893
0.782,0.713,0,-6.576,0,0.0899,0.0619,0.00125,0.108,0.68,159.839,218947
0.608,0.269,0,-7.201,1,0.0329,0.983,1.96E-06,0.337,0.389,126.372,135714
0.783,0.684,5,-7.435,1,0.0358,0.00873,0.000548,0.222,0.173,141.037,117447
0.476,0.825,6,-3.941,1,0.0379,7.44E-05,6.51E-05,0.115,0.43,84.149,111491
0.909,0.573,5,-6.856,1,0.181,0.0332,0.0163,0.657,0.392,144.946,134271
0.37,0.856,7,-5.489,1,0.401,0.403,0.00967,0.18,0.0755,79.382,236301
0.713,0.839,4,-6.377,0,0.349,0.00417,0.706,0.106,0.0369,150.004,149230
0.494,0.695,1,-10.566,1,0.751,0.00421,0.0158,0.223,0.0722,155.01,197077
0.686,0.623,1,-3.425,1,0.13,0.00287,0.00145,0.219,0.176,140.171,219759
0.654,0.605,2,-8.205,0,0.0293,0.0563,0,0.155,0.364,109.978,201017
0.54,0.832,10,-4.964,0,0.298,0.61,0,0.179,0.843,88.551,196362
0.73,0.422,5,-6.211,0,0.0678,0.123,0.00292,0.105,0.505,118.427,173785
0.923,0.516,6,-7.617,0,0.0909,0.0799,0,0.137,0.328,112.973,313573
0.611,0.838,1,-3.489,1,0.0371,0.00189,0.0525,0.0892,0.431,107.988,198728
0.608,0.648,1,-5.569,1,0.036,0.0194,0.00104,0.0897,0.114,121.96,224392
0.685,0.672,1,-7.236,0,0.102,0.0869,5.54E-05,0.227,0.335,100.009,218400
0.648,0.762,4,-5.116,1,0.0667,0.0441,0,0.127,0.581,87.969,226973
0.695,0.846,2,-5.874,0,0.329,0.678,0,0.673,0.832,95.515,224013
0.675,0.745,11,-8.634,0,0.0344,0.187,0.00894,0.115,0.569,120.97,211393
0.398,0.646,3,-10.457,1,0.0412,0.0454,0.206,0.101,0.353,179.853,456000
0.66,0.853,8,-3.456,0,0.12,0.0517,0.0756,0.0382,0.507,128.007,172031
0.342,0.609,8,-5.68,1,0.0943,0.185,0.00052,0.0799,0.401,82.989,261595
0.531,0.728,6,-4.985,0,0.063,0.0416,7.19E-06,0.135,0.418,104.978,244959
0.733,0.861,6,-5.445,1,0.13,0.00582,5.00E-05,0.0583,0.633,120.015,228879
0.683,0.658,5,-5.46,0,0.0293,0.0874,0.000487,0.133,0.507,96.99,228522
0.719,0.799,10,-4.805,1,0.0551,0.0186,3.94E-05,0.29,0.266,125.993,299547
0.637,0.869,2,-5.036,1,0.0331,0.00397,0,0.583,0.75,124.93,181301
0.603,0.879,5,-4.098,1,0.124,0.0184,0,0.156,0.318,110.125,228253
0.617,0.762,0,-6.756,0,0.0763,0.00277,0,0.434,0.334,122.914,218747
0.617,0.615,4,-6.518,1,0.0567,0.0139,0,0.0897,0.564,125.898,218631
0.785,0.367,4,-8.483,0,0.0363,0.113,0.0633,0.0902,0.468,90.003,225341
0.765,0.657,11,-6.394,0,0.0829,0.0175,0,0.345,0.553,91.998,213147
0.852,0.664,9,-5.179,1,0.123,0.12,0.00113,0.0737,0.148,95.815,212044
0.767,0.631,1,-6.762,1,0.0541,0.0997,0,0.119,0.541,100.968,203992
0.835,0.413,1,-9.81,1,0.396,0.373,0.00133,0.101,0.111,149.004,258880
0.684,0.764,6,-5.342,0,0.0254,0.0129,0.000171,0.141,0.944,107.806,233413
0.598,0.842,5,-5.612,0,0.0815,0.0978,7.67E-05,0.644,0.591,103.921,152461
0.771,0.29,10,-13.413,0,0.0341,0.323,0.0316,0.0645,0.192,118.003,303586
0.771,0.785,2,-3.915,0,0.0832,0.064,1.27E-05,0.085,0.334,111.065,183003
0.895,0.49,10,-10.31,0,0.251,0.0125,0.00101,0.142,0.257,83.508,227727
0.648,0.733,9,-7.803,0,0.0306,0.108,0.00473,0.113,0.752,96.003,230693
0.731,0.678,8,-6.934,1,0.0582,0.0194,0.0378,0.0814,0.525,122.98,229952
0.497,0.915,0,-3.189,0,0.367,0.285,0,0.189,0.739,204.475,168507
0.617,0.723,7,-2.394,0,0.0342,0.149,1.29E-06,0.133,0.236,95,266790
0.543,0.298,0,-9.167,1,0.0683,0.597,1.49E-06,0.0804,0.254,125.523,261103
0.724,0.628,4,-4.219,1,0.0962,0.409,0,0.105,0.524,99.898,181880
0.457,0.899,10,-2.591,0,0.132,0.0019,0,0.831,0.298,147.268,215510
0.89,0.74,1,-4.303,1,0.223,0.318,1.17E-05,0.244,0.436,130.012,112500
0.832,0.523,1,-9.027,0,0.0992,0.00997,0.00425,0.109,0.879,118.005,256794
0.608,0.798,6,-5.092,0,0.0432,0.0736,0,0.156,0.501,92.943,185360
0.817,0.911,0,-2.153,1,0.0455,0.187,0.00173,0.42,0.34,119.989,116000
0.736,0.471,6,-9.009,0,0.07,0.589,0,0.138,0.395,99.996,169978
0.539,0.984,0,-4.675,1,0.289,0.0015,0.197,0.124,0.179,128.037,226902
0.706,0.851,1,-2.396,0,0.0369,0.0107,0,0.0504,0.267,110.017,266182
0.602,0.723,6,-3.021,1,0.0405,0.168,0,0.0781,0.293,122.812,239853
0.577,0.811,0,-4.868,0,0.0835,0.318,0,0.165,0.542,155.992,310760
0.598,0.807,0,-6.43,0,0.0811,0.187,0,0.183,0.928,83.029,243464
0.642,0.77,2,-5.653,1,0.0299,0.015,2.86E-05,0.3,0.618,94.981,188773
0.881,0.903,8,-0.955,1,0.0813,0.267,0.00253,0.109,0.272,119.994,131500
0.731,0.727,7,-5.608,0,0.0356,0.0295,4.56E-06,0.171,0.601,120.968,160009
0.725,0.718,5,-5.867,0,0.233,0.0168,0.000561,0.053,0.458,112.941,263736
0.694,0.816,10,-5.124,0,0.0374,0.0387,6.31E-06,0.287,0.544,126.025,274336
0.854,0.98,1,-1.181,1,0.0569,0.263,0.00053,0.548,0.255,110.001,122000
0.507,0.799,6,-4.53,1,0.0377,0.00604,2.52E-05,0.15,0.616,146.038,220542
0.889,0.511,1,-9.043,0,0.317,0.0394,0,0.233,0.53,77.993,212767
0.611,0.556,1,-7.31,1,0.056,0.399,0.000228,0.122,0.23,125.979,241173
0.582,0.563,1,-9.314,1,0.0388,0.228,0.000343,0.0714,0.31,99.986,223200
0.407,0.403,5,-8.396,0,0.113,0.158,5.98E-06,0.553,0.329,90.907,232878
0.501,0.519,4,-5.88,0,0.0409,0.109,0,0.454,0.168,133.99,195707
0.67,0.888,0,-5.368,1,0.0299,0.00901,0,0.419,0.652,101.855,191573
0.748,0.524,8,-5.599,1,0.0338,0.414,0,0.111,0.661,95.01,244960
0.688,0.349,6,-7.182,0,0.27,0.241,0.685,0.374,0.433,169.773,144000
0.894,0.334,4,-7.852,0,0.0838,0.156,0.782,0.105,0.346,93.025,196128
0.499,0.337,2,-8.896,1,0.0428,0.743,0,0.12,0.375,84.567,223747
0.778,0.465,4,-7.662,1,0.318,0.729,0.000557,0.107,0.386,120.172,217013
0.765,0.327,6,-8.029,1,0.277,0.571,0.0479,0.0787,0.292,74.931,129600
0.605,0.726,3,-8.542,1,0.0801,0.103,0.000375,0.17,0.162,119.777,274508
0.667,0.974,0,-3.129,0,0.111,0.0302,1.66E-05,0.278,0.362,127.993,207879
0.776,0.715,5,-6.587,0,0.0505,0.0971,0.0131,0.247,0.502,99.951,231813
0.715,0.722,9,-7.45,0,0.0415,0.0108,0.00169,0.228,0.182,139.983,278003
0.74,0.415,0,-11.429,1,0.0594,0.288,0.534,0.103,0.153,89.997,168000
0.585,0.484,0,-11.949,1,0.0976,0.494,0.355,0.0969,0.188,99.937,163773
0.835,0.584,4,-9.02,0,0.0655,0.057,0,0.355,0.171,119.987,270280
0.732,0.76,4,-6.82,0,0.0922,0.214,0.00112,0.389,0.318,108.993,291573
0.815,0.916,6,-2.152,1,0.0601,0.0117,0,0.166,0.555,89.982,197648
0.706,0.853,9,-4.796,0,0.0608,0.00216,0.00351,0.0857,0.205,128.017,258747
0.768,0.649,11,-6.29,0,0.0845,0.188,0.000615,0.14,0.522,102.006,186333
0.605,0.771,0,-3.799,1,0.0716,0.014,0,0.0978,0.406,147.937,150920
0.689,0.394,2,-10.102,0,0.065,0.711,0.000905,0.0859,0.382,117.489,212992
0.577,0.52,3,-8.237,0,0.0376,0.172,0.00167,0.098,0.432,74.952,250493
0.645,0.684,11,-5.084,0,0.0302,0.0151,5.46E-06,0.104,0.581,94.014,201250
0.603,0.867,11,-4.942,0,0.0524,0.000277,0.00132,0.1,0.124,135.029,263107
0.554,0.779,10,-3.905,0,0.0466,0.159,2.70E-06,0.117,0.209,79.979,286880
0.704,0.819,8,-4.241,1,0.227,0.0132,0.000334,0.11,0.644,119.006,184133
0.649,0.716,8,-5.371,1,0.0349,0.0863,2.63E-05,0.135,0.163,99.988,205947
0.812,0.554,10,-6.507,0,0.457,0.229,0,0.362,0.312,96.848,222373
0.696,0.315,11,-15.067,0,0.0318,0.237,4.06E-05,0.131,0.224,112.998,323787
0.603,0.886,5,-3.777,0,0.0837,0.00045,0,0.26,0.395,126.025,229933
0.577,0.934,0,-3.519,0,0.178,0.0555,0,0.103,0.393,125.923,206667
0.669,0.652,0,-4.245,1,0.0603,0.0314,0,0.158,0.0395,119.972,256320
0.854,0.65,0,-5.339,1,0.105,0.00794,3.43E-05,0.0692,0.916,115.001,233493
0.753,0.539,4,-8.443,0,0.0465,0.015,1.80E-05,0.0646,0.529,123.016,300488
0.583,0.695,9,-5.336,1,0.0423,0.0141,0,0.0527,0.224,104.879,220573
0.705,0.695,11,-3.359,1,0.113,0.0112,0,0.691,0.44,169.987,217373
0.551,0.581,6,-5.853,0,0.0415,0.503,1.77E-05,0.119,0.241,129.947,213240
0.544,0.281,5,-8.506,0,0.0541,0.791,0,0.11,0.236,134.553,239426
0.886,0.629,1,-4.404,0,0.306,0.051,7.66E-06,0.121,0.487,158.002,182491
0.726,0.613,5,-5.348,0,0.0621,0.234,2.11E-06,0.19,0.284,98.027,135874
0.403,0.951,7,-2.651,1,0.267,0.0242,1.82E-05,0.067,0.0988,127.478,212350
0.31,0.53,1,-11.675,0,0.0272,0.0262,0.569,0.0539,0.238,101.027,310210
0.63,0.886,7,-2.869,0,0.0406,0.0127,0.000309,0.0809,0.449,128.01,301875
0.54,0.662,2,-5.224,1,0.0547,0.577,7.25E-06,0.123,0.58,163.989,259389
0.794,0.647,0,-6.232,1,0.0628,0.158,0,0.139,0.345,145.945,291893
0.61,0.69,2,-2.656,0,0.091,0.0429,6.76E-05,0.166,0.318,179.944,184000
0.519,0.886,5,-2.167,1,0.244,0.09,0,0.16,0.42,94.829,179792
0.833,0.515,11,-5,0,0.0462,0.347,0.00156,0.116,0.4,97.035,257333
0.962,0.569,8,-6.589,1,0.122,0.0884,4.19E-05,0.0933,0.886,122.024,331576
0.623,0.886,1,-3.044,1,0.0404,0.0245,0,0.247,0.709,92.021,228467
0.893,0.199,7,-11.758,0,0.239,0.124,0.00037,0.0865,0.339,95.065,171789
0.603,0.882,11,-2.772,0,0.0677,0.0089,0.0584,0.632,0.688,172.175,209616
0.636,0.861,4,-1.521,0,0.0694,0.0517,0.000474,0.277,0.443,117.923,232500
0.611,0.454,0,-7.436,0,0.201,0.469,1.52E-06,0.189,0.444,93.004,311000
0.637,0.503,1,-6.927,1,0.336,0.713,0.000113,0.109,0.661,81.061,208000
0.598,0.496,0,-9.309,1,0.0804,0.0253,0.00132,0.12,0.725,128.06,202661
0.673,0.789,0,-4.288,1,0.0408,0.00975,0,0.752,0.841,100.043,197427
0.676,0.587,1,-6.441,0,0.0291,0.422,5.40E-05,0.0764,0.485,116.001,240323
0.704,0.627,1,-6.724,1,0.0586,0.201,0,0.102,0.601,92.919,232667
0.588,0.61,9,-5.008,0,0.234,0.534,0,0.303,0.645,99.926,204081
0.779,0.708,6,-12.509,0,0.056,0.0147,0.000223,0.581,0.839,127.885,283107
0.799,0.726,1,-5.42,1,0.0696,0.0106,0.00106,0.755,0.579,117.988,191997
0.653,0.328,11,-9.82,0,0.0451,0.815,0,0.114,0.501,144.966,234213
0.643,0.817,4,-3.506,0,0.0472,0.0164,0.00239,0.126,0.381,128.119,184697
0.698,0.909,5,-2.713,0,0.0336,0.453,0.00867,0.0966,0.439,121.987,180984
0.686,0.603,5,-6.725,0,0.198,0.0343,2.27E-05,0.0907,0.651,119.945,207011
0.664,0.774,6,-6.27,0,0.309,0.38,6.20E-06,0.0439,0.684,96.794,192002
0.413,0.521,9,-4.469,1,0.0466,0.162,0,0.323,0.532,103.391,218808
0.871,0.595,5,-7.618,0,0.0552,0.0929,0.00422,0.107,0.623,120.011,206099
0.605,0.774,6,-6.269,0,0.315,0.378,6.73E-06,0.0438,0.679,96.795,192002
0.714,0.7,0,-6.612,0,0.248,0.131,0,0.336,0.805,128.914,192552
0.461,0.448,4,-6.955,0,0.0562,0.607,0,0.288,0.222,144.212,338333
