danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,Mood Label
0.553,0.586,11,-6.319,1,0.0362,0.697,0,0.0813,0.443,126.684,196373,romance
0.516,0.467,0,-6.184,1,0.0302,0.662,0,0.0853,0.386,132.861,173307,romance
0.67,0.743,10,-4.993,1,0.0393,0.237,0,0.465,0.571,125.944,218293,romance
0.498,0.235,1,-16.541,0,0.188,0.72,0,0.144,0.0895,118.917,179080,romance
0.798,0.675,6,-5.041,1,0.0442,0.0912,0,0.0894,0.842,101.956,219947,romance
0.445,0.541,7,-7.36,1,0.0736,0.359,0,0.109,0.217,76.289,252733,romance
0.317,0.172,10,-10.636,1,0.0326,0.907,0.000383,0.105,0.0963,65.18,212040,romance
0.558,0.719,2,-5.113,1,0.0267,0.0367,0,0.115,0.371,112.027,208600,romance
0.654,0.63,10,-4.644,1,0.0259,0.153,0,0.111,0.43,89.991,167693,romance
0.529,0.614,9,-5.032,1,0.0479,0.215,0,0.277,0.141,92.972,249810,romance
0.826,0.694,7,-7.862,1,0.0315,0.316,0.0285,0.074,0.852,123.932,217427,romance
0.494,0.632,5,-6.89,1,0.0342,0.682,0,0.0869,0.0797,147.873,274693,romance
0.526,0.818,3,-5.952,1,0.0358,0.0587,0,0.333,0.896,171.96,185098,romance
0.555,0.27,2,-15.892,1,0.0888,0.931,0.544,0.103,0.271,139.681,162797,romance
0.857,0.621,9,-6.376,0,0.0825,0.148,0,0.0865,0.668,97.989,204467,romance
0.578,0.43,5,-6.134,0,0.0305,0.33,0,0.0854,0.288,78.991,295502,romance
0.548,0.735,11,-7.572,1,0.236,0.173,0,0.195,0.498,101.252,162587,romance
0.605,0.629,10,-5.051,1,0.0279,0.437,0,0.097,0.308,99.894,241373,romance
0.584,0.533,10,-7.11,0,0.0305,0.684,0,0.306,0.224,131.745,288427,romance
0.604,0.741,2,-5.571,1,0.0475,0.178,3.49E-05,0.409,0.473,153.947,153190,romance
0.345,0.625,4,-4.025,1,0.0444,0.0758,0,0.112,0.336,169.494,231120,romance
0.383,0.662,2,-5.162,1,0.0333,0.165,0,0.248,0.138,121.154,298760,romance
0.422,0.34,0,-6.577,1,0.0351,0.877,1.77E-05,0.149,0.223,77.213,204094,romance
0.487,0.534,0,-5.664,0,0.0555,0.36,0,0.1,0.173,131.798,201882,romance
0.615,0.467,1,-9.883,1,0.0327,0.314,0,0.099,0.177,119.919,273667,romance
0.741,0.52,8,-7.513,1,0.0656,0.45,1.97E-06,0.222,0.347,102.998,171030,romance
0.407,0.147,2,-8.822,1,0.0355,0.857,2.89E-06,0.0913,0.0765,141.284,229400,romance
0.581,0.687,6,-5.4,1,0.105,0.229,0,0.109,0.187,76.014,240600,romance
0.459,0.575,3,-4.858,1,0.0573,0.604,0,0.0885,0.183,111.881,215107,romance
0.688,0.477,9,-6.684,1,0.036,0.594,0,0.115,0.257,127.866,196227,romance
0.587,0.583,5,-5.284,0,0.0313,0.248,0,0.124,0.15,139.92,219493,romance
0.614,0.527,10,-6.374,1,0.0302,0.597,0,0.11,0.354,121.941,211764,romance
0.612,0.57,11,-6.642,0,0.0347,0.278,0,0.0963,0.334,77.004,197293,romance
0.708,0.211,9,-9.603,0,0.0424,0.853,0,0.131,0.362,72.5,152280,romance
0.681,0.453,7,-6.09,1,0.0278,0.263,0,0.0543,0.348,125.772,216560,romance
0.672,0.855,9,-3.764,1,0.0397,0.021,0,0.323,0.646,123.056,182200,romance
0.64,0.648,5,-8.113,0,0.187,0.124,0,0.0802,0.548,92.977,197867,romance
0.617,0.483,11,-7.359,1,0.0458,0.702,0.000216,0.121,0.176,144.99,152318,romance
0.571,0.693,6,-8.234,0,0.0545,0.00536,0,0.173,0.393,168.169,232253,romance
0.492,0.332,0,-9.282,1,0.0334,0.208,0.00106,0.118,0.134,125.722,154440,romance
0.737,0.408,5,-7.941,1,0.104,0.802,0,0.171,0.374,127.918,190348,romance
0.686,0.538,2,-8.026,1,0.0345,0.181,3.13E-06,0.113,0.584,115.884,190779,romance
0.59,0.833,5,-6.503,0,0.0615,0.0142,5.40E-06,0.105,0.538,94.963,240439,romance
0.532,0.407,6,-9.658,0,0.0233,0.235,0,0.117,0.23,83.207,259853,romance
0.477,0.682,1,-4.931,0,0.0925,0.153,0,0.0763,0.345,110.567,202205,romance
0.853,0.476,8,-6.696,1,0.0361,0.405,0,0.111,0.796,92.038,235747,romance
0.673,0.704,6,-8.056,1,0.36,0.196,0,0.0898,0.372,86.919,212093,romance
0.638,0.51,1,-6.485,1,0.305,0.344,0,0.212,0.448,114.576,167107,romance
0.451,0.34,7,-7.466,1,0.031,0.763,2.49E-06,0.135,0.221,110.502,281067,romance
0.4,0.564,10,-7.444,1,0.0523,0.693,0,0.0863,0.483,99.269,211240,romance
0.382,0.416,0,-9.303,1,0.0302,0.0733,0,0.0719,0.125,102.089,221693,romance
0.561,0.522,2,-5.857,1,0.0318,0.227,0,0.104,0.238,83.962,271813,romance
0.403,0.356,10,-7.547,1,0.0298,0.382,0,0.148,0.151,171.454,190760,romance
0.443,0.533,0,-6.548,1,0.0396,0.371,0,0.128,0.201,77.344,223044,romance
0.386,0.136,6,-9.267,1,0.0458,0.932,0,0.0653,0.0976,67.016,225853,romance
0.529,0.607,6,-6.781,1,0.0574,0.104,0,0.0631,0.238,101.966,234107,romance
0.243,0.609,10,-8.451,1,0.0323,0.663,1.13E-05,0.221,0.333,166.668,258027,romance
0.599,0.614,0,-6.11,1,0.0357,0.319,4.70E-05,0.129,0.664,168.07,276289,romance
0.535,0.359,2,-9.343,1,0.0607,0.771,0,0.111,0.488,154.163,184505,romance
0.461,0.267,0,-8.514,1,0.0278,0.834,2.03E-05,0.107,0.481,87.918,205453,romance
0.714,0.686,11,-6.333,1,0.0445,0.203,7.76E-06,0.102,0.828,127.015,231653,romance
0.631,0.715,1,-6.083,0,0.0277,0.0299,0,0.122,0.42,135.826,176827,romance
0.388,0.66,11,-7.372,1,0.0308,0.312,0.000307,0.0943,0.401,143.554,230507,romance
0.55,0.587,2,-6.279,1,0.0329,0.354,0,0.128,0.466,165.975,284760,romance
0.611,0.52,0,-5.445,1,0.0346,0.0132,0,0.105,0.771,159.927,149878,romance
0.73,0.729,4,-3.434,0,0.0886,0.167,1.39E-06,0.349,0.467,113.012,221820,romance
0.665,0.699,11,-5.265,1,0.0578,0.423,0,0.0969,0.585,124.896,190932,romance
0.755,0.625,2,-7.114,1,0.0897,0.49,0,0.157,0.374,147.022,174861,romance
0.584,0.407,1,-7.356,0,0.046,0.476,0,0.18,0.341,115.124,246735,romance
0.675,0.479,0,-9.87,0,0.0278,0.633,1.76E-05,0.088,0.454,81.998,209493,romance
0.485,0.567,1,-6.456,1,0.0388,0.316,0,0.0949,0.157,93.676,211254,romance
0.582,0.253,10,-11.43,1,0.0259,0.827,2.95E-05,0.091,0.294,90.186,277000,romance
0.47,0.709,7,-4.563,1,0.0299,0.00124,0.00121,0.302,0.247,98.036,241360,romance
0.532,0.623,5,-9.208,1,0.0331,0.538,7.28E-05,0.0925,0.403,89.937,261923,sad
0.445,0.537,4,-8.532,0,0.04,0.695,1.65E-05,0.0944,0.131,122.769,244360,sad
0.573,0.422,10,-7.621,0,0.0678,0.551,1.31E-05,0.102,0.693,124.357,184791,sad
0.351,0.296,4,-10.109,0,0.0333,0.934,0,0.095,0.12,115.284,200186,sad
0.612,0.28,0,-8.648,1,0.0434,0.932,0,0.088,0.387,72.795,213827,sad
0.338,0.562,9,-7.181,1,0.029,0.039,0,0.107,0.259,149.907,248373,sad
0.691,0.631,2,-6.478,1,0.0368,0.0483,1.13E-05,0.104,0.8,92.004,161124,sad
0.362,0.54,10,-6.031,1,0.0528,0.338,0,0.139,0.3,78.007,216410,sad
0.357,0.425,5,-7.301,1,0.0333,0.584,0,0.322,0.27,102.078,198040,sad
0.544,0.369,2,-9.514,1,0.038,0.969,0.279,0.639,0.102,87.01,208212,sad
0.614,0.379,4,-10.48,1,0.0476,0.607,0.000464,0.0986,0.201,107.989,258987,sad
0.631,0.518,0,-8.771,1,0.0303,0.274,0,0.088,0.205,93.023,613027,sad
0.681,0.372,5,-8.237,1,0.0432,0.64,0,0.169,0.476,91.873,201000,sad
0.704,0.225,6,-14.454,0,0.0994,0.902,0.657,0.106,0.243,120.006,245426,sad
0.516,0.595,5,-4.63,1,0.0313,0.0275,0,0.109,0.222,119.972,340707,sad
0.209,0.417,3,-8.74,1,0.0338,0.164,0.00196,0.113,0.124,138.178,295533,sad
0.667,0.373,4,-9.389,1,0.05,0.785,0,0.0906,0.0823,124.148,169266,sad
0.793,0.52,11,-7.457,0,0.0696,0.246,0,0.0878,0.309,107.014,194926,sad
0.726,0.431,8,-8.765,0,0.135,0.731,0,0.696,0.348,144.026,173333,sad
0.331,0.341,9,-6.057,0,0.0309,0.528,0,0.109,0.152,109.821,285935,sad
0.311,0.485,6,-5.726,0,0.0365,0.701,0,0.0726,0.225,77.355,208827,sad
0.609,0.444,7,-9.129,1,0.106,0.603,6.86E-06,0.104,0.166,118.402,228707,sad
0.677,0.485,5,-5.795,1,0.0361,0.529,2.04E-05,0.0766,0.493,82.001,239317,sad
0.367,0.111,4,-14.084,1,0.0972,0.978,3.97E-05,0.0897,0.198,82.642,196077,sad
0.681,0.174,1,-8.745,1,0.0315,0.837,3.35E-05,0.0983,0.231,112.672,260285,sad
0.662,0.714,5,-5.68,0,0.121,0.312,0,0.179,0.464,147.997,212120,sad
0.575,0.386,9,-9.584,0,0.037,0.785,0.000289,0.229,0.466,116.408,249191,sad
0.298,0.38,6,-8.426,1,0.0287,0.778,5.62E-05,0.11,0.152,75.602,285634,sad
0.188,0.411,0,-9.733,1,0.0484,0.174,0.153,0.0843,0.159,187.376,305747,sad
0.556,0.538,8,-5.408,0,0.0382,0.0689,0,0.196,0.291,143.95,223347,sad
0.696,0.543,11,-6.164,1,0.0489,0.308,0,0.0939,0.479,107.969,246880,sad
0.629,0.328,11,-8.284,1,0.029,0.768,2.50E-05,0.103,0.389,74.953,197732,sad
0.435,0.104,6,-22.39,0,0.0445,0.973,0.33,0.119,0.162,120.484,279316,sad
0.628,0.639,8,-5.46,1,0.0435,0.00162,0,0.354,0.493,108.045,185773,sad
0.329,0.235,10,-7.699,1,0.0303,0.918,0,0.137,0.22,171.006,204326,sad
0.522,0.385,0,-7.355,1,0.0288,0.536,0,0.135,0.236,89.792,207520,sad
0.559,0.31,10,-10.445,1,0.0338,0.881,0,0.106,0.46,119.845,190898,sad
0.376,0.595,3,-5.936,1,0.0496,0.303,0,0.095,0.265,144.361,290900,sad
0.688,0.53,11,-5.507,1,0.0333,0.443,0,0.0995,0.162,106.958,205687,sad
0.599,0.465,4,-4.95,1,0.0314,0.643,1.57E-06,0.149,0.0678,113.82,230880,sad
0.376,0.695,0,-4.782,0,0.0933,0.135,0,0.11,0.302,169.533,209440,sad
0.492,0.275,6,-13.4,0,0.3,0.687,0,0.101,0.18,92.6,251034,sad
0.63,0.53,0,-7.259,1,0.0434,0.4,0,0.177,0.417,108.038,225053,sad
0.406,0.399,7,-10.449,1,0.0278,0.756,0.678,0.112,0.163,142.83,256800,sad
0.576,0.835,2,-6.826,1,0.0486,0.337,0,0.082,0.476,150.017,257720,sad
0.38,0.219,4,-13.273,0,0.0358,0.917,0.0104,0.0827,0.0517,73.537,242265,sad
0.445,0.541,7,-7.36,1,0.0736,0.359,0,0.109,0.217,76.289,252733,sad
0.503,0.358,7,-8.158,1,0.0537,0.401,0,0.158,0.179,105.121,161367,sad
0.574,0.329,1,-6.829,1,0.0274,0.22,0,0.0986,0.356,130.993,237933,sad
0.492,0.26,9,-17.341,0,0.0921,0.646,0.00178,0.0705,0.312,111.519,347227,sad
0.678,0.355,10,-7.757,0,0.0627,0.759,7.06E-05,0.114,0.438,119.772,260776,sad
0.507,0.204,0,-11.575,1,0.0504,0.855,0,0.143,0.343,77.765,179120,sad
0.609,0.619,11,-5.677,1,0.311,0.749,0,0.264,0.689,179.71,168067,sad
0.584,0.576,9,-4.557,1,0.0519,0.507,0,0.212,0.432,170.026,165620,sad
0.319,0.0561,0,-23.023,1,0.045,0.935,0.00384,0.388,0.082,79.764,242652,sad
0.701,0.728,2,-5.226,1,0.0468,0.0178,0,0.17,0.696,91.071,168880,sad
0.437,0.565,10,-5.596,1,0.0466,0.697,0,0.119,0.306,115.389,376169,sad
0.439,0.153,1,-8.95,1,0.0479,0.874,0,0.107,0.104,116.76,287693,sad
0.605,0.629,10,-5.051,1,0.0279,0.437,0,0.097,0.308,99.894,241373,sad
0.646,0.355,1,-7.119,1,0.0263,0.873,0,0.115,0.364,84.988,210863,sad
0.41,0.0485,0,-13.918,1,0.038,0.947,0,0.108,0.247,137.97,173175,sad
0.306,0.121,1,-17.118,0,0.0396,0.863,0,0.167,0.238,159.08,138375,sad
0.581,0.717,4,-4.433,1,0.0318,0.0298,0.000186,0.243,0.316,107.884,236440,sad
0.336,0.602,4,-6.354,1,0.0325,0.0635,0,0.141,0.299,161.01,234520,sad
0.589,0.242,6,-10.517,1,0.0442,0.914,0,0.0887,0.257,89.749,221107,sad
0.709,0.22,7,-11.856,1,0.0327,0.811,0,0.175,0.53,110.076,219040,sad
0.63,0.696,10,-4.501,1,0.0242,0.144,0,0.0835,0.491,94.034,261427,sad
0.593,0.2,8,-11.063,1,0.0311,0.904,0,0.0897,0.17,83.966,255067,sad
0.5,0.292,0,-8.554,1,0.0323,0.746,0,0.188,0.37,145.879,185200,sad
0.591,0.28,4,-5.494,1,0.0283,0.889,0,0.124,0.348,141.916,271800,sad
0.667,0.361,1,-8.69,0,0.0273,0.575,0.00506,0.0805,0.29,134.018,242000,sad
0.264,0.122,9,-15.399,1,0.0349,0.885,0.349,0.094,0.0735,148.658,371320,sad
0.561,0.0848,2,-15.099,1,0.0404,0.913,2.62E-05,0.112,0.206,102.128,219147,sad
0.587,0.229,10,-11.254,0,0.128,0.92,0,0.1,0.379,75.67,171728,sad
0.565,0.546,11,-7.496,0,0.0314,0.189,0.0015,0.17,0.195,139.757,273427,sad
0.559,0.422,11,-11.89,1,0.195,0.701,1.99E-06,0.0853,0.191,74.002,286928,sad
0.389,0.665,0,-6.169,1,0.0644,0.178,0.000732,0.116,0.199,117.055,193547,sad
0.618,0.793,0,-5.711,1,0.0601,0.204,0.0154,0.126,0.459,101.015,347526,sad
0.315,0.296,5,-13.262,1,0.0315,0.771,0,0.702,0.435,173.509,263573,sad
0.63,0.5,1,-8.755,0,0.0611,0.611,4.04E-05,0.114,0.315,144.871,245172,sad
0.684,0.449,3,-9.738,1,0.611,0.869,0,0.0881,0.341,66.165,157373,sad
0.398,0.316,1,-7.031,1,0.0368,0.805,0,0.295,0.174,118.582,253342,sad
0.6,0.389,9,-5.727,1,0.0337,0.566,0,0.0826,0.244,143.577,147597,sad
0.657,0.604,8,-6.006,1,0.0296,0.0361,0,0.102,0.0779,118.042,184400,sad
0.632,0.337,11,-8,0,0.033,0.558,0,0.104,0.0982,141.701,180413,sad
0.681,0.453,7,-6.09,1,0.0278,0.263,0,0.0543,0.348,125.772,216560,sad
0.349,0.348,3,-6.142,1,0.0316,0.726,0,0.12,0.0886,74.541,246587,sad
0.536,0.311,1,-10.396,1,0.0288,0.82,1.65E-05,0.107,0.246,147.486,260533,sad
0.379,0.29,4,-8.485,1,0.051,0.952,0.00106,0.118,0.169,166.467,201080,sad
0.773,0.437,9,-8.281,1,0.0963,0.836,2.42E-05,0.544,0.707,103.861,169973,sad
0.562,0.437,0,-10.229,1,0.052,0.219,2.18E-05,0.0806,0.15,124.852,277506,sad
0.501,0.405,1,-5.679,1,0.0319,0.751,0,0.105,0.446,109.891,182161,sad
0.796,0.477,1,-7.161,1,0.108,0.314,0,0.12,0.685,119.928,231933,sad
0.592,0.263,4,-14.029,0,0.0568,0.845,5.68E-06,0.127,0.109,76.366,238520,sad
0.753,0.326,7,-9.883,1,0.0342,0.731,0.00131,0.24,0.237,123.799,245827,sad
0.586,0.624,5,-5.946,1,0.113,0.0153,1.78E-06,0.133,0.267,68.976,185863,sad
0.445,0.179,1,-12.938,1,0.0396,0.952,0.00056,0.107,0.119,72.246,193080,sad
0.513,0.25,5,-9.376,0,0.0367,0.913,0,0.117,0.351,74.103,220541,sad
0.588,0.391,0,-8.607,0,0.0334,0.839,0,0.227,0.349,144.069,226973,sad
0.715,0.715,5,-7.364,1,0.0902,0.0526,0,0.0936,0.507,134.922,238747,sad
0.388,0.223,6,-15.605,1,0.0356,0.854,0.903,0.111,0.0579,119.998,243000,tranquil
0.283,0.121,1,-18.147,1,0.0301,0.94,0.952,0.111,0.0759,73.565,253140,tranquil
0.299,0.0604,3,-27.262,1,0.0354,0.989,0.922,0.16,0.122,71.378,235289,tranquil
0.292,0.0804,7,-25.788,0,0.0468,0.994,0.929,0.124,0.207,139.447,195429,tranquil
0.172,0.0393,0,-25.871,0,0.0496,0.941,0.881,0.114,0.0312,116.227,199625,tranquil
0.495,0.0696,7,-31.384,0,0.0296,0.96,0.898,0.119,0.276,95.193,179800,tranquil
0.278,0.0261,5,-31.697,1,0.0404,0.992,0.907,0.0995,0.111,102.106,186890,tranquil
0.17,0.168,4,-16.175,0,0.0418,0.977,0.808,0.247,0.0379,140.759,153104,tranquil
0.19,0.244,7,-15.161,1,0.0294,0.918,0.928,0.374,0.1,97.885,111430,tranquil
0.262,0.0579,8,-25.402,1,0.0348,0.961,0.9,0.105,0.215,140.772,179302,tranquil
0.481,0.144,7,-17.059,1,0.0285,0.977,0.85,0.118,0.108,72.047,198188,tranquil
0.213,0.0377,10,-33.06,1,0.0475,0.986,0.869,0.139,0.0973,165.763,195155,tranquil
0.305,0.0384,5,-28.605,0,0.0301,0.961,0.902,0.0886,0.0856,81.917,221061,tranquil
0.169,0.0161,9,-31.034,0,0.0442,0.986,0.86,0.0805,0.0573,128.143,174267,tranquil
0.0921,0.0183,7,-31.858,1,0.0513,0.942,0.94,0.195,0.039,166.979,172120,tranquil
0.324,0.0186,2,-28.248,1,0.0476,0.99,0.934,0.105,0.126,85.297,207640,tranquil
0.335,0.00501,1,-33.366,1,0.0451,0.993,0.919,0.0618,0.0383,132.085,294960,tranquil
0.283,0.0547,9,-23.218,0,0.0353,0.916,0.978,0.0997,0.0721,104.246,253202,tranquil
0.299,0.00626,9,-30.923,1,0.0478,0.994,0.901,0.0823,0.0634,69.043,378733,tranquil
0.406,0.00921,2,-31.822,1,0.087,0.984,0.906,0.0953,0.303,80.507,215800,tranquil
0.141,0.00268,2,-37.571,0,0.0427,0.945,0.601,0.0756,0.0386,140.372,170213,tranquil
0.415,0.026,1,-36.7,1,0.0496,0.995,0.938,0.107,0.268,136.191,285443,tranquil
0.0979,0.0801,8,-19.643,1,0.0458,0.941,0.431,0.115,0.0608,75.314,192420,tranquil
0.186,0.0639,5,-23.374,0,0.0456,0.989,0.917,0.0953,0.0463,102.639,176756,tranquil
0.3,0.0405,8,-31.023,1,0.0449,0.992,0.948,0.138,0.233,63.821,216061,tranquil
0.189,0.0862,7,-20.734,1,0.0335,0.927,0.861,0.116,0.101,78.637,223539,tranquil
0.146,0.019,0,-31.365,1,0.0476,0.92,0.878,0.0864,0.0492,81.526,93840,tranquil
0.124,0.0103,10,-31.768,1,0.04,0.983,0.85,0.0988,0.08,84.374,204520,tranquil
0.219,0.00913,1,-42.727,1,0.0352,0.993,0.882,0.0807,0.0702,75.77,187293,tranquil
0.296,0.00896,7,-31.948,0,0.0394,0.994,0.91,0.0815,0.0673,69.44,257000,tranquil
0.262,0.075,2,-18.734,1,0.0392,0.988,0.901,0.115,0.204,180.12,320993,tranquil
0.215,0.0282,0,-28.351,0,0.0353,0.991,0.877,0.107,0.167,74.408,206163,tranquil
0.37,0.0076,4,-33.663,1,0.0384,0.995,0.91,0.0864,0.278,62.668,176518,tranquil
0.176,0.0534,10,-27.626,1,0.0406,0.97,0.915,0.29,0.0332,71.673,132120,tranquil
0.46,0.00618,6,-28.121,1,0.0481,0.994,0.89,0.0896,0.086,67.12,293520,tranquil
0.161,0.145,2,-18.184,0,0.038,0.903,0.871,0.112,0.134,89.583,145310,tranquil
0.395,0.0826,5,-18.982,0,0.0432,0.995,0.93,0.126,0.119,93.288,165021,tranquil
0.23,0.00486,8,-36.35,1,0.0356,0.993,0.891,0.157,0.0742,68.494,216284,tranquil
0.454,0.0139,4,-29.966,0,0.0514,0.995,0.943,0.0736,0.244,130.253,184853,tranquil
0.13,0.00924,6,-27.853,1,0.0448,0.988,0.909,0.0849,0.0369,77.307,386507,tranquil
0.429,0.0234,6,-29.753,1,0.0489,0.995,0.957,0.0962,0.0751,116.163,165693,tranquil
0.594,0.0736,6,-23.885,0,0.0383,0.96,0.861,0.108,0.167,110.018,139412,tranquil
0.302,0.00448,6,-31.704,1,0.0463,0.995,0.84,0.045,0.0452,71.056,204987,tranquil
0.198,0.0899,4,-25.087,1,0.0448,0.949,0.924,0.15,0.0711,111.868,160240,tranquil
0.238,0.00484,8,-31.76,1,0.0393,0.995,0.95,0.121,0.0394,70.821,129920,tranquil
0.171,0.00926,7,-31.675,0,0.044,0.993,0.946,0.128,0.0399,116.418,129360,tranquil
0.314,0.00545,0,-33.332,1,0.0597,0.994,0.945,0.0894,0.444,138.554,188907,tranquil
0.321,0.00611,4,-38.341,0,0.0362,0.995,0.908,0.09,0.0693,104.311,205493,tranquil
0.148,0.18,0,-19.32,1,0.0416,0.947,0.948,0.111,0.0338,75.942,236000,tranquil
0.393,0.0071,3,-31.748,1,0.0571,0.995,0.887,0.104,0.252,71.203,292360,tranquil
0.398,0.00209,0,-39.959,1,0.0444,0.996,0.955,0.0813,0.0971,71.461,142333,tranquil
0.16,0.0261,9,-33.263,0,0.0517,0.917,0.232,0.113,0.0305,88.549,229413,tranquil
0.491,0.0176,4,-26.911,0,0.0644,0.994,0.927,0.0985,0.0901,125.793,346587,tranquil
0.0694,0.00525,3,-35.45,1,0.0482,0.972,0.00751,0.0739,0.036,73.566,179360,tranquil
0.338,0.171,8,-17.536,0,0.0364,0.974,0.941,0.168,0.0937,124.805,212733,tranquil
0.346,0.00398,10,-44.526,1,0.0537,0.992,0.878,0.0643,0.318,78.891,103600,tranquil
0.253,0.00429,7,-36.172,0,0.0523,0.99,0.912,0.103,0.0368,74.497,256147,tranquil
0.168,0.00571,8,-36.245,1,0.0404,0.995,0.92,0.068,0.0705,78.043,181693,tranquil
0.389,0.0187,9,-30.859,0,0.0444,0.995,0.903,0.0864,0.294,135.595,134053,tranquil
0.206,0.0127,2,-33.265,1,0.0406,0.957,0.856,0.089,0.165,56.658,308427,tranquil
0.206,0.19,8,-15.396,1,0.0384,0.974,0.808,0.131,0.0368,79.811,243000,tranquil
0.45,0.0031,5,-24.947,1,0.0586,0.994,0.934,0.0787,0.0582,70.53,599453,tranquil
0.222,0.0456,10,-20.891,0,0.0385,0.993,0.964,0.231,0.0881,128.662,251573,tranquil
0.102,0.0842,10,-25.542,1,0.045,0.972,0.796,0.349,0.139,171.882,194160,tranquil
0.17,0.0223,7,-24.482,1,0.0471,0.865,0.758,0.3,0.1,115.193,126264,tranquil
0.172,0.014,1,-27.988,1,0.0424,0.981,0.902,0.0735,0.0348,144.414,398240,tranquil
0.0761,0.136,7,-23.502,1,0.0444,0.574,0.68,0.109,0.0381,81.738,198324,tranquil
0.163,0.0994,5,-24.845,1,0.0443,0.785,0.903,0.101,0.0359,68.778,284853,tranquil
0.299,0.0264,9,-26.535,0,0.0469,0.995,0.882,0.073,0.235,168.963,120457,tranquil
0.354,0.116,4,-28.692,0,0.0399,0.987,0.883,0.124,0.181,82.627,116960,tranquil
0.172,0.0188,7,-26.358,0,0.0432,0.862,0.8,0.0834,0.0712,117.479,419573,tranquil
0.152,0.0195,4,-24.946,1,0.0395,0.99,0.944,0.0676,0.0906,143.978,262413,tranquil
0.126,0.0159,4,-34.595,1,0.0401,0.976,0.949,0.0863,0.0373,74.02,563000,tranquil
0.335,0.0287,10,-27.4,1,0.041,0.991,0.888,0.0874,0.0371,67.446,328000,tranquil
0.349,0.191,0,-16.111,0,0.0463,0.992,0.936,0.132,0.0414,140.422,191000,tranquil
0.366,0.145,6,-24.892,0,0.0378,0.926,0.483,0.331,0.0749,94.159,229000,tranquil
0.212,0.0517,2,-24.467,1,0.0525,0.928,0.639,0.112,0.152,185.678,397640,tranquil
0.169,0.00433,6,-37.71,1,0.033,0.988,0.308,0.0637,0.0359,82.592,236147,tranquil
0.193,0.116,9,-25.718,1,0.0608,0.986,0.918,0.505,0.0836,143.301,242467,tranquil
0.354,0.0322,2,-27.492,0,0.0435,0.992,0.955,0.104,0.0638,67.872,253413,tranquil
0.0618,0.00804,5,-36.977,1,0.0472,0.753,0.69,0.12,0.0393,55.481,314400,tranquil
0.145,0.0159,6,-27.8,0,0.0447,0.967,0.0188,0.125,0.0462,78.402,142272,tranquil
0.448,0.0052,4,-36.512,1,0.0564,0.995,0.88,0.0698,0.0398,62.171,369027,tranquil
0.23,0.0592,7,-23.594,1,0.0445,0.989,0.941,0.0906,0.103,89.965,337372,tranquil
0.137,0.0311,5,-28.208,1,0.0381,0.982,0.972,0.0908,0.063,179.223,433667,tranquil
0.374,0.0368,9,-28.556,0,0.0421,0.988,0.908,0.177,0.122,63.895,119053,tranquil
0.604,0.787,0,-3.674,0,0.103,0.0679,0.15,0.127,0.301,126.062,245040,upbeat
0.646,0.741,5,-4.973,0,0.034,0.0275,0,0.312,0.571,123.077,203000,upbeat
0.743,0.766,0,-6.375,1,0.0265,0.0873,0,0.509,0.61,127.96,289133,upbeat
0.579,0.736,6,-3.863,0,0.0527,0.31,0,0.198,0.613,127.999,230613,upbeat
0.71,0.882,4,-2.932,0,0.0595,0.00777,0.00771,0.294,0.875,128.016,232800,upbeat
0.706,0.89,1,-4.444,0,0.0688,0.0588,0.00286,0.306,0.684,128.011,248133,upbeat
0.742,0.838,3,-2.758,0,0.0476,0.339,0,0.0595,0.694,128.022,215676,upbeat
0.723,0.87,8,-3.013,0,0.0435,0.035,0,0.656,0.678,129.952,208845,upbeat
0.584,0.889,1,-5.941,0,0.0343,0.0462,0.828,0.309,0.464,126.04,199907,upbeat
0.674,0.915,6,-3.999,0,0.0411,0.0282,0.00337,0.273,0.78,126.038,191293,upbeat
0.565,0.849,0,-3.516,0,0.0517,0.00868,4.68E-06,0.12,0.427,102.034,212647,upbeat
0.789,0.711,2,-4.248,1,0.041,0.0332,0,0.0876,0.753,112.985,190306,upbeat
0.782,0.685,4,-6.237,1,0.0309,0.166,1.18E-05,0.16,0.603,118.016,180566,upbeat
0.544,0.915,8,-3.405,1,0.0841,0.129,0.000914,0.115,0.51,126.094,184280,upbeat
0.684,0.816,10,-5.211,0,0.0322,0.0181,0,0.0222,0.702,121.993,196215,upbeat
0.798,0.62,8,-7.079,0,0.232,0.414,0.0192,0.112,0.235,120.031,164000,upbeat
0.509,0.79,6,-3.782,0,0.0374,0.332,6.67E-05,0.316,0.638,127.946,208316,upbeat
0.734,0.874,8,-3.158,1,0.0662,0.168,1.14E-05,0.0489,0.905,122.953,166028,upbeat
0.699,0.883,5,-3.226,0,0.219,0.0288,0,0.817,0.499,127.961,211975,upbeat
0.671,0.939,8,-3.206,1,0.161,0.191,0,0.298,0.53,129.024,252307,upbeat
0.798,0.828,2,-5.36,1,0.193,0.0247,2.55E-06,0.121,0.6,124.962,156960,upbeat
0.775,0.68,0,-5.508,0,0.0629,0.00906,0,0.109,0.656,114.025,207719,upbeat
0.647,0.822,5,-4.662,0,0.183,0.219,0,0.0908,0.962,160.019,232720,upbeat
0.634,0.927,2,-4.468,1,0.0838,0.027,0,0.0986,0.88,146.094,258432,upbeat
